Outcome, Balls, Called_Strikes, Whiffs, Fouls, EV, LA, Sprint_Speed
Single, 1, 0, 1, 3, 97.9, 13, 26.2
Single, 1, 1, 0, 0, 73.0, -13, 26.2
Groundout, 0, 1, 0, 0, 89.6, 2, 26.2
Groundout, 1, 0, 0, 0, 92.9, -5, 26.2
Strikeout, 1, 1, 2, 0, None, None, 26.2
Flyout, 0, 0, 0, 1, 97.5, 49, 26.2
Groundout, 0, 1, 0, 0, 85.6, -3, 26.2
Field Error, 1, 0, 0, 0, 104.5, 8, 26.2
Pop Out, 0, 0, 1, 0, 67.5, 41, 26.2
Flyout, 0, 1, 1, 0, 71.1, 38, 26.2
Home Run, 1, 1, 0, 0, 99.4, 30, 26.2
Sac Fly, 0, 1, 0, 0, 101.0, 19, 26.2
Home Run, 0, 0, 0, 0, 103.0, 30, 26.2
Strikeout, 1, 1, 1, 1, None, None, 26.2
GIDP, 2, 1, 0, 0, 100.6, -2, 26.2
Strikeout, 2, 1, 1, 2, None, None, 26.2
Flyout, 2, 0, 0, 1, 98.6, 41, 26.2
Single, 0, 0, 0, 1, 105.1, -14, 26.2
Strikeout, 1, 0, 3, 1, None, None, 26.2
Strikeout, 1, 0, 2, 2, None, None, 26.2
Flyout, 2, 0, 0, 2, 88.4, 29, 26.2
Strikeout, 0, 2, 1, 1, None, None, 26.2
Double, 0, 0, 0, 0, 97.1, 20, 26.2
Hit By Pitch, 0, 0, 0, 0, None, None, 26.2
Home Run, 3, 1, 1, 0, 97.5, 32, 26.2
Lineout, 2, 0, 0, 2, 102.5, 15, 26.2
Strikeout, 2, 1, 1, 1, None, None, 26.2
Pop Out, 2, 0, 0, 1, 92.9, 73, 26.2
Strikeout, 2, 1, 2, 1, None, None, 26.2
Strikeout, 3, 0, 3, 0, None, None, 26.2
Flyout, 1, 0, 0, 0, 97.9, 58, 26.2
Flyout, 2, 1, 0, 0, 87.3, 40, 26.2
Strikeout, 1, 2, 0, 3, None, None, 26.2
Groundout, 0, 1, 0, 0, 93.9, -14, 26.2
Walk, 4, 0, 0, 0, None, None, 26.2
Flyout, 2, 0, 0, 0, 81.0, 30, 26.2
Strikeout, 3, 1, 1, 1, None, None, 26.2
Strikeout, 0, 1, 0, 2, None, None, 26.2
Strikeout, 1, 0, 2, 2, None, None, 26.2
Strikeout, 0, 1, 2, 1, None, None, 26.2
Strikeout, 2, 0, 1, 2, None, None, 26.2
Groundout, 1, 1, 1, 1, 59.1, -43, 26.2
Home Run, 3, 1, 0, 1, 102.3, 25, 26.2
Single, 0, 1, 0, 0, 78.3, 47, 26.2
Walk, 4, 0, 1, 0, None, None, 26.2
Walk, 4, 0, 1, 0, None, None, 26.2
Groundout, 0, 0, 0, 0, 94.1, -15, 25.6
Lineout, 2, 0, 0, 0, 103.5, 19, 25.6
Flyout, 2, 1, 1, 6, 96.3, 33, 25.6
Strikeout, 3, 2, 1, 0, None, None, 25.6
Strikeout, 3, 3, 0, 3, None, None, 25.6
Groundout, 0, 1, 0, 0, 97.0, 4, 25.6
Flyout, 3, 1, 0, 2, 80.0, 34, 25.6
Flyout, 2, 0, 0, 0, 84.8, 28, 25.6
Pop Out, 3, 1, 0, 0, 72.0, 72, 25.6
Strikeout, 0, 1, 1, 1, None, None, 25.6
Strikeout, 3, 0, 1, 2, None, None, 25.6
Single, 2, 1, 0, 1, 99.7, 5, 25.6
Groundout, 0, 1, 0, 1, 101.3, 4, 25.6
Strikeout, 3, 1, 1, 1, None, None, 25.6
Lineout, 1, 1, 0, 1, 82.4, 10, 25.6
Flyout, 1, 1, 0, 3, 98.6, 26, 25.6
Groundout, 0, 0, 0, 0, 96.1, -17, 25.6
Flyout, 1, 1, 0, 0, 90.6, 37, 25.6
Sac Fly, 2, 0, 0, 0, 91.6, 25, 25.6
Lineout, 0, 1, 0, 0, 86.8, 25, 25.6
Lineout, 3, 0, 1, 1, 89.3, 23, 25.6
Flyout, 1, 1, 0, 0, 92.2, 57, 25.6
Groundout, 2, 1, 0, 0, 103.1, -12, 25.6
Double Play, 3, 0, 0, 2, 100.2, 6, 25.6
Double, 2, 0, 0, 0, 94.7, 22, 25.6
Walk, 4, 1, 0, 3, None, None, 25.6
Flyout, 0, 0, 0, 4, 91.0, 33, 25.6
Single, 0, 1, 0, 0, 101.0, -8, 25.6
Flyout, 3, 1, 0, 0, 83.4, 37, 25.6
Walk, 4, 0, 2, 0, None, None, 25.6
Groundout, 2, 1, 0, 0, 91.5, -33, 25.6
Lineout, 1, 1, 0, 1, 86.2, 24, 25.6
Triple, 2, 0, 0, 0, 98.2, 42, 25.6
Sac Fly, 0, 1, 0, 0, 97.7, 16, 25.6
Strikeout, 0, 2, 0, 1, None, None, 25.6
Single, 1, 0, 0, 0, None, None, 25.6
Lineout, 0, 0, 0, 0, 102.0, 8, 25.6
Groundout, 1, 0, 0, 0, 49.6, -19, 25.6
Single, 0, 0, 0, 0, 90.0, 3, 25.6
Pop Out, 1, 0, 0, 0, 55.5, 80, 25.6
Strikeout, 3, 1, 1, 1, None, None, 25.6
Groundout, 0, 1, 0, 0, 87.5, -48, 25.6
Groundout, 3, 1, 0, 0, 89.4, -17, 25.6
Flyout, 0, 0, 0, 0, 85.8, 31, 25.6
Single, 3, 0, 1, 2, 66.8, 39, 25.6
Single, 2, 1, 0, 0, 101.7, -1, 25.6
Walk, 4, 2, 0, 1, None, None, 25.6
Groundout, 0, 1, 1, 0, 99.6, -9, 25.6
Groundout, 0, 0, 0, 0, 64.5, -12, 25.6
Pop Out, 1, 1, 0, 0, 56.3, 80, 25.6
Groundout, 0, 1, 0, 0, 93.5, -11, 25.6
Double Play, 2, 0, 0, 0, 89.7, -7, 25.6
Lineout, 2, 0, 0, 1, 84.5, 9, 25.6
Single, 3, 1, 0, 0, 104.0, 4, 25.6
Groundout, 0, 1, 0, 0, 96.9, -25, 25.6
Strikeout, 1, 1, 1, 1, None, None, 25.6
Groundout, 0, 1, 0, 0, 93.5, 1, 25.6
GIDP, 0, 0, 0, 1, 91.1, -14, 25.6
Strikeout, 1, 1, 1, 1, None, None, 25.6
Lineout, 2, 0, 0, 0, 93.0, 25, 25.6
Caught Stealing 3B, 1, 0, 0, 0, None, None, 25.6
Lineout, 0, 0, 0, 0, 102.1, 16, 25.6
Lineout, 0, 1, 0, 0, 93.8, 19, 25.6
Single, 1, 0, 1, 0, 50.2, -73, 25.6
Groundout, 2, 1, 0, 1, 89.9, -19, 25.6
Groundout, 1, 0, 0, 0, 102.2, -7, 25.6
Strikeout, 1, 0, 1, 2, None, None, 25.6
Pop Out, 1, 0, 0, 0, 60.6, 67, 25.6
Pop Out, 1, 0, 0, 0, 93.0, 61, 25.6
Strikeout, 2, 1, 1, 1, None, None, 25.6
Pop Out, 3, 2, 0, 1, 77.9, 66, 25.6
Strikeout, 1, 2, 1, 0, None, None, 25.6
Strikeout, 3, 2, 1, 3, None, None, 25.6
Strikeout, 2, 0, 2, 1, None, None, 25.6
Single, 1, 1, 1, 0, 98.8, -14, 25.6
Pop Out, 1, 0, 0, 0, 75.9, 58, 25.6
Hit By Pitch, 0, 1, 0, 0, None, None, 25.6
Single, 2, 1, 0, 0, 97.5, -8, 25.6
Groundout, 2, 2, 0, 0, 102.8, -9, 25.6
Walk, 4, 2, 0, 1, None, None, 25.6
Single, 1, 0, 1, 1, 105.6, 3, 25.6
Lineout, 0, 1, 0, 0, 92.3, 26, 25.6
Single, 0, 1, 0, 2, 77.4, 11, 25.6
Groundout, 0, 1, 0, 0, 103.7, -10, 25.6
Flyout, 1, 0, 0, 1, 94.5, 32, 25.6
Flyout, 3, 0, 1, 0, 83.3, 41, 25.6
Pop Out, 2, 1, 0, 0, 73.1, 82, 25.6
Pop Out, 2, 2, 0, 0, 76.4, 71, 25.6
Single, 0, 1, 0, 0, 82.6, -12, 25.6
Groundout, 2, 0, 0, 3, 63.8, -4, 25.6
Groundout, 1, 0, 0, 0, 101.6, -23, 25.6
Groundout, 0, 1, 0, 1, 103.5, -4, 25.6
Flyout, 1, 1, 0, 1, 89.4, 32, 25.6
Flyout, 2, 0, 0, 1, 80.1, 42, 25.6
Home Run, 1, 0, 0, 0, 96.5, 32, 25.6
Double, 3, 1, 0, 1, 92.1, 15, 25.6
Groundout, 0, 0, 0, 1, 97.8, -3, 25.6
Flyout, 0, 1, 0, 0, 95.2, 42, 25.6
Groundout, 1, 0, 0, 0, 98.4, -1, 25.6
Groundout, 3, 0, 0, 2, 81.3, 3, 25.6
Fielders Choice, 1, 1, 0, 2, 106.6, -5, 25.6
Strikeout, 2, 1, 1, 1, None, None, 25.6
Runner Out, 2, 0, 0, 0, None, None, 25.6
Strikeout, 2, 1, 2, 0, None, None, 25.6
Single, 1, 0, 0, 0, 99.7, 8, 25.6
Single, 3, 2, 0, 0, 102.1, 2, 25.6
Groundout, 2, 0, 0, 0, 81.0, 12, 25.6
Walk, 4, 0, 1, 2, None, None, 25.6
Strikeout, 2, 2, 0, 2, None, None, 25.6
Flyout, 0, 0, 0, 0, 80.9, 47, 25.6
Strikeout, 0, 2, 0, 2, None, None, 25.6
Groundout, 0, 1, 0, 0, 86.0, -13, 25.6
Hit By Pitch, 1, 1, 1, 0, None, None, 25.6
Lineout, 1, 1, 0, 0, 61.8, 20, 25.6
Walk, 4, 0, 0, 1, None, None, 25.6
Strikeout, 2, 1, 2, 1, None, None, 25.6
Walk, 4, 2, 0, 0, None, None, 25.6
Strikeout, 0, 2, 1, 0, None, None, 25.6
Strikeout, 3, 1, 0, 2, None, None, 25.6
Groundout, 0, 2, 0, 0, 58.6, -51, 25.6
Single, 1, 1, 0, 1, 86.9, 2, 25.6
Walk, 4, 1, 0, 0, None, None, 25.6
Single, 2, 1, 0, 0, 101.5, 11, 25.6
Strikeout, 3, 1, 1, 2, None, None, 25.6
Sac Fly, 2, 1, 0, 1, 89.5, 36, 25.6
Strikeout, 2, 2, 0, 6, None, None, 25.6
Flyout, 0, 0, 0, 1, 72.0, 34, 25.6
Flyout, 0, 0, 0, 1, 81.8, 34, 25.6
Groundout, 1, 0, 0, 1, 77.1, 8, 25.6
Groundout, 1, 0, 2, 0, None, None, 25.6
Groundout, 1, 0, 1, 1, 87.3, -11, 25.6
Strikeout, 0, 3, 0, 0, None, None, 25.6
Strikeout, 3, 1, 2, 2, None, None, 25.6
Lineout, 1, 1, 0, 0, 93.0, 19, 25.6
Groundout, 2, 1, 0, 1, 86.8, -29, 25.6
GIDP, 0, 0, 0, 2, 87.9, -8, 25.6
Groundout, 2, 0, 0, 0, 70.5, -9, 25.6
Single, 0, 0, 0, 0, 91.7, -19, 25.6
Strikeout, 1, 2, 1, 0, None, None, 25.6
Single, 2, 0, 1, 0, 94.8, 15, 25.6
Flyout, 1, 1, 0, 2, 90.8, 46, 25.6
Strikeout, 2, 3, 0, 0, None, None, 25.6
Walk, 4, 2, 0, 3, None, None, 25.6
Groundout, 2, 0, 0, 0, 68.7, -44, 25.6
Flyout, 2, 1, 1, 0, 82.2, 39, 25.6
Groundout, 1, 1, 0, 0, 51.0, -69, 25.6
Flyout, 3, 2, 0, 2, 95.6, 39, 25.6
Walk, 4, 0, 0, 0, None, None, 25.6
Forceout, 0, 1, 0, 0, 92.4, -22, 25.6
GIDP, 1, 1, 0, 1, 92.0, -8, 25.6
Strikeout, 2, 1, 1, 1, None, None, 25.6
Pop Out, 1, 0, 0, 0, 69.8, 63, 25.6
Groundout, 3, 2, 0, 1, 88.0, -18, 25.6
Strikeout, 1, 2, 1, 1, None, None, 25.6
Strikeout, 0, 1, 2, 0, None, None, 25.6
Strikeout, 2, 1, 1, 2, None, None, 25.6
Lineout, 2, 0, 0, 1, 96.2, 7, 25.6
Strikeout, 1, 1, 2, 0, None, None, 25.6
Strikeout, 2, 1, 1, 2, None, None, 25.6
Walk, 4, 1, 1, 2, None, None, 25.6
Strikeout, 3, 2, 0, 1, None, None, 25.6
Groundout, 2, 0, 0, 0, 70.1, 4, 25.6
Groundout, 2, 1, 0, 3, 63.9, -29, 25.6
Lineout, 2, 1, 0, 0, 87.9, 11, 25.6
Groundout, 1, 1, 0, 0, 73.9, 3, 25.6
Single, 2, 0, 1, 0, 94.8, 15, 25.6
Flyout, 1, 1, 0, 2, 90.8, 46, 25.6
Strikeout, 2, 3, 0, 0, None, None, 25.6
Walk, 4, 2, 0, 3, None, None, 25.6
Flyout, 1, 1, 0, 0, 85.7, 38, 25.6
Double, 1, 1, 1, 0, 93.2, 19, 25.6
Single, 1, 1, 0, 0, 99.9, 6, 25.6
Double, 1, 1, 0, 0, 98.8, 22, 25.6
Single, 0, 0, 0, 0, 94.1, -2, 25.6
Single, 3, 1, 0, 1, 82.9, 15, 25.6
Flyout, 0, 1, 0, 0, 81.1, 53, 25.6
Single, 2, 2, 0, 2, 65.9, 24, 25.6
Single, 1, 1, 0, 2, 95.9, 15, 25.6
Groundout, 3, 1, 0, 2, 76.5, 11, 25.6
Lineout, 1, 0, 0, 1, 78.5, 21, 25.6
Double, 0, 0, 0, 0, 101.0, 26, 25.6
Single, 2, 1, 0, 1, 99.6, 7, 25.6
Double, 1, 1, 0, 0, 97.7, 13, 25.6
Single, 3, 1, 0, 1, 84.0, 13, 25.6
Groundout, 1, 1, 0, 0, 62.0, -44, 25.6
Strikeout, 1, 1, 1, 3, None, None, 25.6
Flyout, 1, 0, 1, 0, 90.1, 34, 25.6
GIDP, 2, 2, 0, 0, 67.7, -13, 25.6
Groundout, 0, 2, 0, 1, 70.6, 6, 25.6
Strikeout, 1, 2, 1, 0, None, None, 25.6
Strikeout, 1, 1, 1, 1, None, None, 25.6
Groundout, 2, 1, 0, 0, 83.5, 7, 25.6
Groundout, 1, 0, 0, 1, 65.8, -36, 25.6
Strikeout, 3, 0, 1, 2, None, None, 25.6
Strikeout, 2, 0, 2, 1, None, None, 25.6
Caught Stealing 2B, 3, 1, 0, 1, None, None, 25.6
Walk, 4, 0, 0, 1, None, None, 25.6
Flyout, 0, 1, 1, 0, 76.1, 30, 25.6
Forceout, 3, 1, 0, 3, 98.9, -2, 25.6
Groundout, 1, 0, 0, 0, 92.9, -19, 25.6
Single, 3, 1, 0, 0, 100.0, 12, 25.6
Single, 3, 2, 0, 0, 93.9, 8, 25.6
Flyout, 1, 1, 0, 0, 89.9, 32, 25.6
Double, 2, 1, 0, 1, 81.7, -14, 25.6
Groundout, 1, 1, 1, 0, 69.9, -40, 25.6
Strikeout, 2, 1, 1, 1, None, None, 25.6
Pop Out, 1, 0, 0, 0, 69.8, 63, 25.6
Groundout, 3, 2, 0, 1, 88.0, -18, 25.6
Strikeout, 1, 2, 1, 1, None, None, 25.6
Flyout, 3, 0, 0, 1, 90.1, 33, 25.6
Flyout, 0, 1, 0, 0, 91.5, 33, 25.6
Flyout, 1, 0, 0, 0, 88.8, 55, 25.6
Groundout, 0, 0, 0, 0, 98.7, -1, 25.6
Strikeout, 1, 1, 1, 1, None, None, 25.6
Pop Out, 2, 0, 0, 3, 83.7, 72, 25.6
Flyout, 2, 0, 1, 1, 92.7, 44, 25.6
Groundout, 2, 0, 0, 0, 71.1, -3, 25.6
Strikeout, 1, 1, 1, 1, None, None, 25.6
Pop Out, 2, 0, 0, 3, 83.7, 72, 25.6
Flyout, 2, 0, 1, 1, 92.7, 44, 25.6
Groundout, 2, 0, 0, 0, 71.1, -3, 25.6
Pop Out, 2, 0, 1, 2, 87.2, 63, 25.6
Single, 2, 1, 0, 1, 62.5, 22, 25.6
Walk, 4, 0, 1, 1, None, None, 25.6
Walk, 4, 1, 1, 1, None, None, 25.6
Flyout, 1, 0, 0, 0, 88.0, 54, 25.6
Strikeout, 2, 3, 0, 0, None, None, 25.6
Double, 1, 0, 1, 0, 96.0, 19, 25.6
Flyout, 0, 0, 0, 0, 86.6, 55, 25.6
Strikeout, 0, 2, 0, 1, None, None, 25.9
Single, 2, 0, 0, 2, 99.5, 4, 25.9
Strikeout, 2, 2, 1, 1, None, None, 25.9
Strikeout, 1, 1, 2, 0, None, None, 25.9
Walk, 4, 1, 0, 1, None, None, 25.9
Single, 2, 1, 0, 0, 99.3, 2, 25.9
Strikeout, 1, 1, 1, 1, None, None, 25.9
Walk, 4, 1, 0, 0, None, None, 25.9
Strikeout, 1, 1, 2, 0, None, None, 25.9
Groundout, 0, 0, 1, 0, 72.7, -10, 25.9
Lineout, 2, 0, 0, 0, 99.6, 23, 25.9
Lineout, 1, 1, 0, 1, 97.0, 18, 25.9
Double, 1, 1, 0, 0, 96.7, 12, 25.9
Strikeout, 1, 0, 2, 1, None, None, 25.9
Groundout, 1, 1, 0, 1, 100.4, -24, 25.9
Lineout, 1, 0, 0, 1, 89.5, 22, 25.9
Single, 2, 1, 0, 3, 81.0, 1, 25.9
Strikeout, 0, 0, 2, 1, None, None, 25.9
Strikeout, 2, 1, 1, 3, None, None, 25.9
Groundout, 2, 0, 0, 1, 93.3, -1, 25.9
Single, 1, 1, 0, 1, 96.3, 11, 25.9
Groundout, 0, 0, 0, 0, 97.8, -4, 25.9
Groundout, 0, 1, 1, 0, 85.6, 2, 25.9
GIDP, 0, 0, 0, 0, 82.2, -19, 25.9
Lineout, 2, 0, 0, 0, 86.4, 23, 25.9
GIDP, 1, 1, 0, 2, 103.9, 8, 25.9
Double, 0, 1, 0, 1, 94.6, 16, 25.9
Strikeout, 1, 0, 3, 0, None, None, 25.9
Strikeout, 1, 1, 2, 0, None, None, 25.9
Hit By Pitch, 0, 1, 0, 1, None, None, 25.9
Strikeout, 1, 0, 2, 2, None, None, 25.9
Strikeout, 0, 1, 1, 1, None, None, 25.9
Lineout, 1, 0, 0, 0, 105.7, 17, 25.9
Single, 1, 1, 0, 1, 99.4, 6, 25.9
Pop Out, 2, 0, 1, 2, 70.6, 75, 25.9
Groundout, 2, 0, 0, 2, 64.2, -44, 25.9
Strikeout, 0, 0, 2, 1, None, None, 25.9
Strikeout, 1, 1, 2, 0, None, None, 25.9
Pop Out, 0, 1, 0, 0, 86.4, 63, 25.9
Strikeout, 1, 1, 2, 0, None, None, 25.9
Hit By Pitch, 0, 1, 0, 1, None, None, 25.9
Strikeout, 1, 0, 2, 2, None, None, 25.9
Strikeout, 0, 1, 1, 1, None, None, 25.9
Strikeout, 3, 1, 1, 1, None, None, 25.9
Strikeout, 1, 2, 1, 0, None, None, 25.9
Flyout, 0, 0, 0, 0, 98.2, 28, 25.9
Groundout, 1, 1, 0, 0, 68.0, -25, 25.9
Flyout, 0, 1, 0, 1, 80.1, 33, 25.9
Pop Out, 2, 1, 1, 0, 89.4, 61, 25.9
Home Run, 0, 0, 0, 0, 104.7, 31, 25.9
Forceout, 1, 0, 1, 0, 64.1, -50, 25.9
Pop Out, 1, 0, 0, 1, 54.4, 42, 25.9
Groundout, 2, 1, 0, 0, 69.3, 1, 25.9
Single, 0, 0, 0, 0, 105.3, 11, 25.9
Groundout, 0, 0, 0, 0, 95.9, -5, 25.9
Groundout, 2, 0, 1, 1, 84.4, -17, 25.9
Groundout, 2, 1, 1, 1, 60.4, -2, 25.9
Single, 0, 0, 2, 0, 100.9, 1, 25.9
Strikeout, 3, 1, 1, 1, None, None, 25.9
Single, 3, 1, 0, 0, 103.0, 11, 25.9
Flyout, 1, 0, 1, 1, 88.4, 47, 25.9
Double, 2, 0, 0, 1, 97.4, 28, 25.9
Strikeout, 1, 1, 2, 0, None, None, 25.9
Single, 0, 1, 0, 2, 97.0, 16, 25.9
Single, 0, 1, 0, 0, 87.9, 15, 25.9
Strikeout, 0, 0, 2, 1, None, None, 25.9
Strikeout, 2, 1, 1, 3, None, None, 25.9
Groundout, 2, 0, 0, 1, 93.3, -1, 25.9
Strikeout, 1, 1, 2, 1, None, None, 25.9
Walk, 4, 1, 0, 3, None, None, 25.9
Walk, 4, 1, 0, 0, None, None, 25.9
Single, 0, 1, 0, 0, 78.4, 17, 25.9
Pop Out, 2, 0, 1, 2, 75.9, 77, 25.9
Walk, 4, 1, 0, 2, None, None, 25.9
Double, 2, 0, 2, 1, 84.9, 44, 25.9
Strikeout, 3, 1, 1, 1, None, None, 25.9
Lineout, 0, 0, 0, 2, 88.8, 21, 25.9
Strikeout, 1, 2, 1, 3, None, None, 25.9
Walk, 4, 1, 0, 0, None, None, 25.9
Field Error, 0, 0, 0, 0, 96.3, -16, 25.9
Flyout, 2, 0, 0, 4, 95.3, 31, 25.9
Field Error, 1, 1, 0, 0, 74.8, 10, 25.9
Strikeout, 1, 2, 1, 3, None, None, 25.9
Flyout, 2, 1, 1, 3, 96.1, 56, 25.9
Groundout, 1, 1, 0, 0, 81.5, -49, 25.9
Strikeout, 3, 1, 1, 1, None, None, 25.9
Flyout, 2, 0, 1, 0, 101.7, 40, 25.9
Walk, 4, 1, 0, 1, None, None, 25.9
Hit By Pitch, 0, 0, 0, 2, None, None, 25.9
Strikeout, 3, 1, 1, 1, None, None, 25.9
Double, 3, 0, 2, 1, 99.8, 21, 25.9
Single, 1, 0, 1, 1, 96.7, 10, 25.9
Walk, 4, 1, 0, 3, None, None, 25.9
Walk, 4, 0, 1, 0, None, None, 25.9
Forceout, 0, 0, 0, 0, 70.9, 15, 25.9
Groundout, 3, 2, 0, 1, 101.4, 7, 25.9
Groundout, 2, 1, 0, 1, 74.4, -34, 25.9
Flyout, 3, 1, 0, 2, 71.7, 45, 25.9
Home Run, 3, 1, 0, 3, 99.4, 33, 25.9
Walk, 4, 0, 0, 3, None, None, 25.9
Strikeout, 2, 1, 2, 0, None, None, 25.9
Strikeout, 1, 2, 1, 0, None, None, 25.9
Groundout, 1, 1, 0, 1, 58.8, -27, 25.9
Pop Out, 0, 0, 0, 0, 88.7, 70, 25.9
Strikeout, 1, 0, 2, 1, None, None, 25.9
Strikeout, 0, 1, 2, 0, None, None, 25.9
Groundout, 0, 0, 0, 1, 63.1, -35, 25.9
Flyout, 0, 1, 0, 0, 76.1, 36, 25.9
Flyout, 2, 1, 0, 1, 89.6, 58, 25.9
Flyout, 0, 0, 0, 0, 97.6, 50, 25.9
Pop Out, 3, 1, 1, 0, 83.9, 69, 25.9
Strikeout, 3, 1, 1, 1, None, None, 25.9
Single, 3, 1, 0, 0, 103.0, 11, 25.9
Flyout, 1, 0, 1, 1, 88.4, 47, 25.9
Double, 2, 0, 0, 1, 97.4, 28, 25.9
Single, 3, 1, 0, 5, 101.6, 19, 25.9
Groundout, 2, 1, 0, 1, 90.8, -23, 25.9
Strikeout, 3, 1, 1, 3, None, None, 25.9
Strikeout, 0, 0, 3, 0, None, None, 25.9
Single, 0, 1, 0, 0, 105.4, 19, 25.9
Strikeout, 2, 2, 1, 0, None, None, 25.9
Forceout, 1, 0, 0, 0, 66.4, -30, 25.9
Strikeout, 2, 3, 0, 0, None, None, 25.9
Single, 0, 0, 0, 1, 100.4, 6, 25.9
Strikeout, 1, 1, 1, 1, None, None, 25.9
Home Run, 0, 0, 0, 0, 105.6, 27, 25.9
Flyout, 2, 0, 0, 2, 98.4, 40, 25.9
Pop Out, 0, 0, 0, 0, 87.1, 72, 25.9
Walk, 4, 1, 0, 0, None, None, 25.9
Strikeout, 3, 2, 0, 1, None, None, 25.9
Strikeout, 0, 2, 1, 0, None, None, 25.9
Single, 2, 1, 0, 1, 77.4, -70, 25.9
Strikeout, 2, 1, 2, 1, None, None, 25.9
Walk, 4, 1, 0, 0, None, None, 25.9
Flyout, 1, 1, 0, 0, 85.3, 42, 25.9
Strikeout, 2, 1, 1, 2, None, None, 25.9
Flyout, 3, 1, 1, 0, 94.7, 35, 25.9
Strikeout, 3, 3, 0, 3, None, None, 25.9
Single, 0, 0, 0, 1, 101.6, 2, 25.9
Lineout, 0, 0, 0, 1, 99.3, 24, 25.9
Groundout, 0, 1, 0, 0, 95.9, 4, 25.9
Intent Walk, 2, 0, 0, 0, None, None, 25.9
Groundout, 0, 1, 0, 0, 73.5, -3, 25.9
Strikeout, 0, 1, 2, 0, None, None, 25.9
Walk, 4, 1, 0, 1, None, None, 25.9
Strikeout, 1, 1, 1, 1, None, None, 25.9
Lineout, 0, 0, 0, 0, 105.8, 20, 25.9
Strikeout, 1, 0, 2, 2, None, None, 25.9
Flyout, 2, 0, 1, 0, 101.7, 40, 25.9
Walk, 4, 1, 0, 1, None, None, 25.9
Hit By Pitch, 0, 0, 0, 2, None, None, 25.9
Strikeout, 3, 1, 1, 1, None, None, 25.9
Strikeout, 0, 0, 3, 0, None, None, 25.9
Field Error, 1, 2, 0, 1, 96.4, -1, 25.0
Double, 2, 0, 0, 1, 104.5, 7, 25.0
Groundout, 0, 0, 0, 0, 80.3, 6, 25.0
Flyout, 2, 1, 0, 2, 94.5, 48, 25.0
Groundout, 3, 0, 0, 1, 70.0, -25, 25.0
Pop Out, 1, 0, 0, 0, 61.2, 43, 25.0
Walk, 4, 1, 0, 0, None, None, 25.0
Flyout, 0, 0, 0, 0, 96.2, 40, 25.0
Strikeout, 1, 2, 1, 1, None, None, 25.0
Single, 2, 1, 0, 0, 85.1, 19, 25.0
Single, 3, 0, 0, 1, 95.1, 13, 25.0
Fielders Choice, 0, 1, 0, 0, 76.2, -41, 25.0
Strikeout Double Play, 3, 1, 0, 5, None, None, 25.0
Double, 2, 1, 0, 0, 106.3, 12, 25.0
Flyout, 0, 1, 0, 1, 90.1, 54, 25.0
Flyout, 1, 1, 0, 0, 89.7, 30, 25.0
Lineout, 1, 0, 0, 2, 102.2, 10, 25.0
Walk, 4, 0, 0, 0, None, None, 25.0
Groundout, 0, 0, 0, 0, 101.5, -2, 25.0
GIDP, 1, 1, 0, 0, 102.7, -5, 25.0
Strikeout, 3, 1, 1, 1, None, None, 25.0
Home Run, 1, 0, 0, 0, 104.6, 38, 25.0
Strikeout, 2, 1, 2, 2, None, None, 25.0
Strikeout, 0, 1, 1, 2, None, None, 25.0
Pop Out, 1, 0, 0, 0, 95.0, 61, 25.0
GIDP, 0, 0, 0, 0, 105.6, -7, 25.0
Walk, 4, 0, 0, 0, None, None, 25.0
Flyout, 0, 0, 0, 1, 100.5, 26, 25.0
Home Run, 0, 1, 0, 0, 99.0, 30, 25.0
Single, 0, 0, 0, 2, 92.2, 14, 25.0
Groundout, 1, 0, 1, 2, 87.3, 5, 25.0
Home Run, 0, 0, 0, 0, 102.2, 26, 25.0
Walk, 4, 0, 1, 0, None, None, 25.0
Forceout, 0, 0, 0, 0, 96.1, -17, 25.0
Strikeout, 3, 1, 1, 1, None, None, 25.0
Single, 1, 0, 0, 0, 85.9, 14, 25.0
Double, 0, 2, 0, 0, 103.0, 12, 25.0
Single, 3, 0, 1, 2, 88.6, 13, 25.0
Strikeout, 0, 1, 2, 0, None, None, 25.0
GIDP, 1, 1, 0, 0, 102.7, -5, 25.0
Strikeout, 3, 1, 1, 1, None, None, 25.0
Home Run, 1, 0, 0, 0, 104.6, 38, 25.0
Strikeout, 2, 1, 2, 2, None, None, 25.0
Strikeout, 1, 2, 1, 1, None, None, 25.0
Single, 2, 1, 0, 0, 85.1, 19, 25.0
Single, 3, 0, 0, 1, 95.1, 13, 25.0
Fielders Choice, 0, 1, 0, 0, 76.2, -41, 25.0
Strikeout Double Play, 3, 1, 0, 5, None, None, 25.0
Double, 2, 1, 0, 0, 106.3, 12, 25.0
Flyout, 0, 1, 0, 1, 90.1, 54, 25.0
Groundout, 3, 0, 2, 3, 102.1, 5, 25.0
Flyout, 0, 0, 0, 1, 96.9, 40, 25.0
Walk, 4, 0, 2, 4, None, None, 25.0
Walk, 4, 1, 0, 0, None, None, 25.0
Double, 2, 0, 1, 1, 93.4, 17, 25.0
Single, 2, 1, 0, 1, 66.3, -51, 25.0
Sac Fly, 3, 0, 0, 1, 87.3, 24, 25.0
Groundout, 0, 0, 0, 1, 101.6, -13, 25.0
Flyout, 1, 2, 0, 0, 91.8, 30, 25.0
